ay 	Aymara 	ltr 	Aymar 	en:Aymara language 	
sau 			Saleman 	Individual 	Living
sav 			Saafi-Saafi 	Individual 	Living
saw 			Sawi 	Individual 	Living
sax 			Sa 	Individual 	Living
say 			Saya 	Individual 	Living
saz 			Saurashtra 	Individual 	Living
sba 			Ngambay 	Individual 	Living
sbb 			Simbo 	Individual 	Living
sbc 			Kele (Papua New Guinea) 	Individual 	Living
sbd 			Southern Samo 	Individual 	Living
sbe 			Saliba 	Individual 	Living
sbf 			Chabu, Shabo 	Individual 	Living
sbg 			Seget 	Individual 	Living
sbh 			Sori-Harengan 	Individual 	Living
sbi 			Seti 	Individual 	Living
sbj 			Surbakhal 	Individual 	Living
sbk 			Safwa 	Individual 	Living
sbl 			Botolan Sambal 	Individual 	Living
sbm 			Sagala 	Individual 	Living
sbn 			Sindhi Bhil 	Individual 	Living
sbo 			Sabüm 	Individual 	Living
sbp 			Sangu (Tanzania) 	Individual 	Living
sbq 			Sileibi 	Individual 	Living
sbr 			Sembakung Murut 	Individual 	Living
sbs 			Subiya 	Individual 	Living
sbt 			Kimki 	Individual 	Living
sbu 			Stod Bhoti 	Individual 	Living
sbv 			Sabine 	Individual 	Ancient
sbw 			Simba 	Individual 	Living
sbx 			Seberuang 	Individual 	Living
sby 			Soli 	Individual 	Living
sbz 			Sara Kaba 	Individual 	Living
scb 			Chut 	Individual 	Living
sce 			Dongxiang 	Individual 	Living
scf 			San Miguel Creole French 	Individual 	Living
scg 			Sanggau 	Individual 	Living
sch 			Sakachep 	Individual 	Living
sci 			Sri Lankan Creole Malay 	Individual 	Living
sck 			Sadri 	Individual 	Living
scl 			Shina 	Individual 	Living
scn 	scn 		Sicilian 	Individual 	Living
sco 	sco 		Scots 	Individual 	Living
scp 			Helambu Sherpa, Hyolmo 	Individual 	Living
scq 			Sa'och 	Individual 	Living
scs 			North Slavey 	Individual 	Living
sct 			Southern Katang 	Individual 	Living
scu 			Shumcho 	Individual 	Living
scv 			Sheni 	Individual 	Living
scw 			Sha 	Individual 	Living
scx 			Sicel 	Individual 	Ancient
sda 			Toraja-Sa'dan 	Individual 	Living
sdb 			Shabak 	Individual 	Living
sdc 			Sassarese Sardinian 	Individual 	Living
sde 			Surubu 	Individual 	Living
sdf 			Sarli 	Individual 	Living
sdg 			Savi 	Individual 	Living
sdh 			Southern Kurdish 	Individual 	Living
sdj 			Suundi 	Individual 	Living
sdk 			Sos Kundi 	Individual 	Living
sdl 			Saudi Arabian Sign Language 	Individual 	Living
sdn 			Gallurese Sardinian 	Individual 	Living
sdo 			Bukar-Sadung Bidayuh 	Individual 	Living
sdp 			Sherdukpen 	Individual 	Living
sdq 			Semandang 	Individual 	Living
sdr 			Oraon Sadri 	Individual 	Living
sds 			Sened 	Individual 	Extinct
sdt 			Shuadit 	Individual 	Extinct
sdu 			Sarudu 	Individual 	Living
	sdv 		Eastern Sudanic languages 	Collective 	Genetic
sdx 			Sibu Melanau 	Individual 	Living
sdz 			Sallands 	Individual 	Living
sea 			Semai 	Individual 	Living
seb 			Shempire Senoufo 	Individual 	Living
sec 			Sechelt 	Individual 	Living
sed 			Sedang 	Individual 	Living
see 			Seneca 	Individual 	Living
sef 			Cebaara Senoufo 	Individual 	Living
seg 			Segeju 	Individual 	Living
seh 			Sena 	Individual 	Living
sei 			Seri 	Individual 	Living
sej 			Sene 	Individual 	Living
sek 			Sekani 	Individual 	Living
sel 	sel 		Selkup 	Individual 	Living
	sem 		Semitic languages 	Collective 	Genetic
sen 			Nanerigé Sénoufo 	Individual 	Living
seo 			Suarmin 	Individual 	Living
sep 			Sìcìté Sénoufo 	Individual 	Living
seq 			Senara Sénoufo 	Individual 	Living
ser 			Serrano 	Individual 	Living
ses 			Koyraboro Senni Songhai 	Individual 	Living
set 			Sentani 	Individual 	Living
seu 			Serui-Laut 	Individual 	Living
sev 			Nyarafolo Senoufo 	Individual 	Living
sew 			Sewa Bay 	Individual 	Living
sey 			Secoya 	Individual 	Living
sez 			Senthang Chin 	Individual 	Living
sfb 			French Belgian Sign Language, Langue des signes de Belgique Francophone 	Individual 	Living
sfe 			Eastern Subanen 	Individual 	Living
sfm 			Small Flowery Miao 	Individual 	Living
sfs 			South African Sign Language 	Individual 	Living
sfw 			Sehwi 	Individual 	Living
sga 	sga 		Old Irish (to 900) 	Individual 	Historical
sgb 			Mag-antsi Ayta 	Individual 	Living
sgc 			Kipsigis 	Individual 	Living
sgd 			Surigaonon 	Individual 	Living
sge 			Segai 	Individual 	Living
sgg 			Swiss-German Sign Language 	Individual 	Living
sgh 			Shughni 	Individual 	Living
sgi 			Suga 	Individual 	Living
sgj 			Surgujia 	Individual 	Living
sgk 			Sangkong 	Individual 	Living
sgm 			Singa 	Individual 	Extinct
	sgn 		Sign Languages 	Collective 	Genetic-like
sgp 			Singpho 	Individual 	Living
sgr 			Sangisari 	Individual 	Living
sgs 			Samogitian 	Individual 	Living
sgt 			Brokpake 	Individual 	Living
sgu 			Salas 	Individual 	Living
sgw 			Sebat Bet Gurage 	Individual 	Living
sgx 			Sierra Leone Sign Language 	Individual 	Living
sgy 			Sanglechi 	Individual 	Living
sgz 			Sursurunga 	Individual 	Living
sha 			Shall-Zwall 	Individual 	Living
shb 			Ninam 	Individual 	Living
shc 			Sonde 	Individual 	Living
shd 			Kundal Shahi 	Individual 	Living
she 			Sheko 	Individual 	Living
shg 			Shua 	Individual 	Living
shh 			Shoshoni 	Individual 	Living
shi 			Tachelhit 	Individual 	Living
shj 			Shatt 	Individual 	Living
shk 			Shilluk 	Individual 	Living
shl 			Shendu 	Individual 	Living
shm 			Shahrudi 	Individual 	Living
shn 	shn 		Shan 	Individual 	Living
sho 			Shanga 	Individual 	Living
shp 			Shipibo-Conibo 	Individual 	Living
shq 			Sala 	Individual 	Living
shr 			Shi 	Individual 	Living
shs 			Shuswap 	Individual 	Living
sht 			Shasta 	Individual 	Extinct
shu 			Chadian Arabic 	Individual 	Living
shv 			Shehri 	Individual 	Living
shw 			Shwai 	Individual 	Living
shx 			She 	Individual 	Living
shy 			Tachawit 	Individual 	Living
shz 			Syenara Senoufo 	Individual 	Living
sia 			Akkala Sami 	Individual 	Extinct
sib 			Sebop 	Individual 	Living
sid 	sid 		Sidamo 	Individual 	Living
sie 			Simaa 	Individual 	Living
sif 			Siamou 	Individual 	Living
sig 			Paasaal 	Individual 	Living
sih 			Sîshëë, Zire 	Individual 	Living
sii 			Shom Peng 	Individual 	Living
sij 			Numbami 	Individual 	Living
sik 			Sikiana 	Individual 	Living
sil 			Tumulung Sisaala 	Individual 	Living
sim 			Mende (Papua New Guinea) 	Individual 	Living
sin 	sin 	si 	Sinhala, Sinhalese 	Individual 	Living
	sio 		Siouan languages 	Collective 	Genetic
sip 			Sikkimese 	Individual 	Living
siq 			Sonia 	Individual 	Living
sir 			Siri 	Individual 	Living
sis 			Siuslaw 	Individual 	Extinct
	sit 		Sino-Tibetan languages 	Collective 	Genetic
siu 			Sinagen 	Individual 	Living
siv 			Sumariup 	Individual 	Living
siw 			Siwai 	Individual 	Living
six 			Sumau 	Individual 	Living
siy 			Sivandi 	Individual 	Living
siz 			Siwi 	Individual 	Living
sja 			Epena 	Individual 	Living
sjb 			Sajau Basap 	Individual 	Living
sjd 			Kildin Sami 	Individual 	Living
sje 			Pite Sami 	Individual 	Living
sjg 			Assangori 	Individual 	Living
sjk 			Kemi Sami 	Individual 	Extinct
sjl 			Miji, Sajalong 	Individual 	Living
sjm 			Mapun 	Individual 	Living
sjn 			Sindarin 	Individual 	Constructed
sjo 			Xibe 	Individual 	Living
sjp 			Surjapuri 	Individual 	Living
sjr 			Siar-Lak 	Individual 	Living
sjs 			Senhaja De Srair 	Individual 	Extinct
sjt 			Ter Sami 	Individual 	Living
sju 			Ume Sami 	Individual 	Living
sjw 			Shawnee 	Individual 	Living 
ska 			Skagit 	Individual 	Living
skb 			Saek 	Individual 	Living
skc 			Ma Manda 	Individual 	Living
skd 			Southern Sierra Miwok 	Individual 	Living
ske 			Seke (Vanuatu) 	Individual 	Living
skf 			Sakirabiá 	Individual 	Living
skg 			Sakalava Malagasy 	Individual 	Living
skh 			Sikule 	Individual 	Living
ski 			Sika 	Individual 	Living
skj 			Seke (Nepal) 	Individual 	Living
skm 			Kutong 	Individual 	Living
skn 			Kolibugan Subanon 	Individual 	Living
sko 			Seko Tengah 	Individual 	Living
skp 			Sekapan 	Individual 	Living
skq 			Sininkere 	Individual 	Living
skr 			Saraiki, Seraiki 	Individual 	Living
sks 			Maia 	Individual 	Living
skt 			Sakata 	Individual 	Living
sku 			Sakao 	Individual 	Living
skv 			Skou 	Individual 	Living
skw 			Skepi Creole Dutch 	Individual 	Extinct
skx 			Seko Padang 	Individual 	Living
sky 			Sikaiana 	Individual 	Living
skz 			Sekar 	Individual 	Living
sla 		Slavic languages 	Collective 	Genetic
slc 			Sáliba 	Individual 	Living
sld 			Sissala 	Individual 	Living
sle 			Sholaga 	Individual 	Living
slf 			Swiss-Italian Sign Language 	Individual 	Living
slg 			Selungai Murut 	Individual 	Living
slh 			Southern Puget Sound Salish 	Individual 	Living
sli 			Lower Silesian 	Individual 	Living
slj 			Salumá 	Individual 	Living
slk 	639-2/T: slk
639-2/B: slo 	sk 	Slovak 	Individual 	Living
sll 			Salt-Yui 	Individual 	Living
slm 			Pangutaran Sama 	Individual 	Living
sln 			Salinan 	Individual 	Extinct
slk 	639-2/T: slk
639-2/B: slo 	sk 	Slovak 	Individual 	Living
slp 			Lamaholot 	Individual 	Living
slq 			Salchuq 	Individual 	Extinct
slr 			Salar 	Individual 	Living
sls 			Singapore Sign Language 	Individual 	Living
slt 			Sila 	Individual 	Living
slu 			Selaru 	Individual 	Living
slv 	slv 	sl 	Slovenian 	Individual 	Living
slw 			Sialum 	Individual 	Living
slx 			Salampasu 	Individual 	Living
sly 			Selayar 	Individual 	Living
slz 			Ma'ya 	Individual 	Living
sma 	sma 		Southern Sami 	Individual 	Living
smb 			Simbari 	Individual 	Living
smc 			Som 	Individual 	Extinct
smd 			Sama 	Individual 	Living
sme 	sme 	se 	Northern Sami 	Individual 	Living
smf 			Auwe 	Individual 	Living
smg 			Simbali 	Individual 	Living
smh 			Samei 	Individual 	Living
	smi 		Sami languages 	Collective 	Genetic
smj 	smj 		Lule Sami 	Individual 	Living
smk 			Bolinao 	Individual 	Living
sml 			Central Sama 	Individual 	Living
smm 			Musasa 	Individual 	Living
smn 	smn 		Inari Sami 	Individual 	Living
smo 	smo 	sm 	Samoan 	Individual 	Living
smp 			Samaritan 	Individual 	Extinct
smq 			Samo 	Individual 	Living
smr 			Simeulue 	Individual 	Living
sms 	sms 		Skolt Sami 	Individual 	Living
smt 			Simte 	Individual 	Living
smu 			Somray 	Individual 	Extinct
smv 			Samvedi 	Individual 	Living
smw 			Sumbawa 	Individual 	Living
smx 			Samba 	Individual 	Living
smy 			Semnani 	Individual 	Living
smz 			Simeku 	Individual 	Living
sna 	sna 	sn 	Shona 	Individual 	Living
snb 			Sebuyau 	Individual 	Living
snc 			Sinaugoro 	Individual 	Living
snd 	snd 	sd 	Sindhi 	Individual 	Living
sne 			Bau Bidayuh 	Individual 	Living
snf 			Noon 	Individual 	Living
sng 			Sanga (Democratic Republic of Congo) 	Individual 	Living
sni 			Sensi 	Individual 	Extinct
snj 			Riverain Sango 	Individual 	Living
snk 	snk 		Soninke 	Individual 	Living
snl 			Sangil 	Individual 	Living
snm 			Southern Ma'di 	Individual 	Living
snn 			Siona 	Individual 	Living
sno 			Snohomish 	Individual 	Living
snp 			Siane 	Individual 	Living
snq 			Sangu (Gabon) 	Individual 	Living
snr 			Sihan 	Individual 	Living
sns 			Nahavaq, South West Bay 	Individual 	Living
snu 			Senggi, Viid 	Individual 	Living
snv 			Sa'ban 	Individual 	Living
snw 			Selee 	Individual 	Living
snx 			Sam 	Individual 	Living
sny 			Saniyo-Hiyewe 	Individual 	Living
snz 			Kou, Sinsauru 	Individual 	Living
soa 			Thai Song 	Individual 	Living
sob 			Sobei 	Individual 	Living
soc 			So (Democratic Republic of Congo) 	Individual 	Living
sod 			Songoora 	Individual 	Living
soe 			Songomeno 	Individual 	Living
sog 	sog 		Sogdian 	Individual 	Ancient
soh 			Aka 	Individual 	Living
soi 			Sonha 	Individual 	Living
soj 			Soi 	Individual 	Living
sok 			Sokoro 	Individual 	Living
sol 			Solos 	Individual 	Living
som 	som 	so 	Somali 	Individual 	Living
	son 		Songhai languages 	Collective 	Genetic
soo 			Songo 	Individual 	Living
sop 			Songe 	Individual 	Living
soq 			Kanasi 	Individual 	Living
sor 			Somrai 	Individual 	Living
sos 			Seeku 	Individual 	Living
sot 	sot 	st 	Southern Sotho 	Individual 	Living
sou 			Southern Thai 	Individual 	Living
sov 			Sonsorol 	Individual 	Living
sow 			Sowanda 	Individual 	Living
sox 			Swo 	Individual 	Living
soy 			Miyobe 	Individual 	Living
soz 			Temi 	Individual 	Living
spa 	spa 	es 	Castilian, Spanish 	Individual 	Living
spb 			Sepa (Indonesia) 	Individual 	Living
spc 			Sapé 	Individual 	Living
spd 			Saep 	Individual 	Living
spe 			Sepa (Papua New Guinea) 	Individual 	Living
spg 			Sian 	Individual 	Living
spi 			Saponi 	Individual 	Living
spk 			Sengo 	Individual 	Living
spl 			Selepet 	Individual 	Living
spm 			Akukem 	Individual 	Living
spn 			Sanapaná 	Individual 	Living
spo 			Spokane 	Individual 	Living
spp 			Supyire Senoufo 	Individual 	Living
spq 			Loreto-Ucayali Spanish 	Individual 	Living
spr 			Saparua 	Individual 	Living
sps 			Saposa 	Individual 	Living
spt 			Spiti Bhoti 	Individual 	Living
spu 			Sapuan 	Individual 	Living
spv 			Kosli, Sambalpuri 	Individual 	Living
spx 			South Picene 	Individual 	Ancient
spy 			Sabaot 	Individual 	Living
sqa 			Shama-Sambuga 	Individual 	Living
sqh 			Shau 	Individual 	Living
sqi 	639-2/T: sqi
639-2/B: alb 	sq 	Albanian 	Macrolanguage 	Living
	sqj 		Albanian languages 	Collective 	Genetic
sqk 			Albanian Sign Language 	Individual 	Living
sqm 			Suma 	Individual 	Living
sqn 			Susquehannock 	Individual 	Extinct
sqo 			Sorkhei 	Individual 	Living
sqq 			Sou 	Individual 	Living
sqr 			Siculo Arabic 	Individual 	Historical
sqs 			Sri Lankan Sign Language 	Individual 	Living
sqt 			Soqotri 	Individual 	Living
squ 			Squamish 	Individual 	Living
sqx 			Kufr Qassem Sign Language (KQSL) 	Individual 	Living
sra 			Saruga 	Individual 	Living
srb 			Sora 	Individual 	Living
src 			Logudorese Sardinian 	Individual 	Living
srd 	srd 	sc 	Sardinian 	Macrolanguage 	Living
sre 			Sara 	Individual 	Living
srf 			Nafi 	Individual 	Living
srg 			Sulod 	Individual 	Living
srh 			Sarikoli 	Individual 	Living
sri 			Siriano 	Individual 	Living
srk 			Serudung Murut 	Individual 	Living
srl 			Isirawa 	Individual 	Living
srm 			Saramaccan 	Individual 	Living
srn 	srn 		Sranan Tongo 	Individual 	Living
sro 			Campidanese Sardinian 	Individual 	Living
srp 	srp 	sr 	Serbian 	Individual 	Living
srq 			Sirionó 	Individual 	Living
srr 	srr 		Serer 	Individual 	Living
srs 			Sarsi 	Individual 	Living
srt 			Sauri 	Individual 	Living
sru 			Suruí 	Individual 	Living
srv 			Southern Sorsoganon 	Individual 	Living
srw 			Serua 	Individual 	Living
srx 			Sirmauri 	Individual 	Living
sry 			Sera 	Individual 	Living
srz 			Shahmirzadi 	Individual 	Living
	ssa 		Nilo-Saharan languages 	Collective 	Genetic
ssb 			Southern Sama 	Individual 	Living
ssc 			Suba-Simbiti 	Individual 	Living
ssd 			Siroi 	Individual 	Living
sse 			Balangingi, Bangingih Sama 	Individual 	Living
ssf 			Thao 	Individual 	Extinct
ssg 			Seimat 	Individual 	Living
ssh 			Shihhi Arabic 	Individual 	Living
ssi 			Sansi 	Individual 	Living
ssj 			Sausi 	Individual 	Living
ssk 			Sunam 	Individual 	Living
ssl 			Western Sisaala 	Individual 	Living
ssm 			Semnam 	Individual 	Living
ssn 			Waata 	Individual 	Living
sso 			Sissano 	Individual 	Living
ssp 			Spanish Sign Language 	Individual 	Living
ssq 			So'a 	Individual 	Living
ssr 			Swiss-French Sign Language 	Individual 	Living
sss 			Sô 	Individual 	Living
sst 			Sinasina 	Individual 	Living
ssu 			Susuami 	Individual 	Living
ssv 			Shark Bay 	Individual 	Living
ssw 	ssw 	ss 	Swati 	Individual 	Living
ssx 			Samberigi 	Individual 	Living
ssy 			Saho 	Individual 	Living
ssz 			Sengseng 	Individual 	Living
sta 			Settla 	Individual 	Living
stb 			Northern Subanen 	Individual 	Living
std 			Sentinel 	Individual 	Living
ste 			Liana-Seti 	Individual 	Living
stf 			Seta 	Individual 	Living
stg 			Trieng 	Individual 	Living
sth 			Shelta 	Individual 	Living
sti 			Bulo Stieng 	Individual 	Living
stj 			Matya Samo 	Individual 	Living
stk 			Arammba 	Individual 	Living
stl 			Stellingwerfs 	Individual 	Living
stm 			Setaman 	Individual 	Living
stn 			Owa 	Individual 	Living
sto 			Stoney 	Individual 	Living
stp 			Southeastern Tepehuan 	Individual 	Living
stq 			Saterfriesisch 	Individual 	Living
str 			Straits Salish 	Individual 	Living
sts 			Shumashti 	Individual 	Living
stt 			Budeh Stieng 	Individual 	Living
stu 			Samtao 	Individual 	Living
stv 			Silt'e 	Individual 	Living
stw 			Satawalese 	Individual 	Living
sty 			Siberian Tatar 	Individual 	Living
sua 			Sulka 	Individual 	Living
sub 			Suku 	Individual 	Living
suc 			Western Subanon 	Individual 	Living
sue 			Suena 	Individual 	Living
sug 			Suganga 	Individual 	Living
sui 			Suki 	Individual 	Living
suj 			Shubi 	Individual 	Living
suk 	suk 		Sukuma 	Individual 	Living
sun 	sun 	su 	Sundanese 	Individual 	Living
suo 			Bouni 	Individual 	Living
suq 			Suri, Tirmaga-Chai Suri 	Individual 	Living
sur 			Mwaghavul 	Individual 	Living
sus 	sus 		Susu 	Individual 	Living
sut 			Subtiaba 	Individual 	Extinct
suv 			Puroik 	Individual 	Living
suw 			Sumbwa 	Individual 	Living
sux 	sux 		Sumerian 	Individual 	Ancient
suy 			Suyá 	Individual 	Living
suz 			Sunwar 	Individual 	Living
sva 			Svan 	Individual 	Living
svb 			Ulau-Suain 	Individual 	Living
svc 			Vincentian Creole English 	Individual 	Living
sve 			Serili 	Individual 	Living
svk 			Slovakian Sign Language 	Individual 	Living
svm 			Slavomolisano 	Individual 	Living
svs 			Savosavo 	Individual 	Living
svx 			Skalvian 	Individual 	Historical
swa 	swa 	sw 	Swahili (macrolanguage) 	Macrolanguage 	Living
swb 			Maore Comorian 	Individual 	Living
swc 			Congo Swahili 	Individual 	Living
swe 	swe 	sv 	Swedish 	Individual 	Living
swf 			Sere 	Individual 	Living
swg 			Swabian 	Individual 	Living
swh 			Kiswahili, Swahili (individual language) 	Individual 	Living
swi 			Sui 	Individual 	Living
swj 			Sira 	Individual 	Living
swk 			Malawi Sena 	Individual 	Living
swl 			Swedish Sign Language 	Individual 	Living
swm 			Samosa 	Individual 	Living
swn 			Sawknah 	Individual 	Living
swo 			Shanenawa 	Individual 	Living
swp 			Suau 	Individual 	Living
swq 			Sharwa 	Individual 	Living
swr 			Saweru 	Individual 	Living
sws 			Seluwasan 	Individual 	Living
swt 			Sawila 	Individual 	Living
swu 			Suwawa 	Individual 	Living
swv 			Shekhawati 	Individual 	Living
sww 			Sowa 	Individual 	Extinct
swx 			Suruahá 	Individual 	Living
swy 			Sarua 	Individual 	Living
sxb 			Suba 	Individual 	Living
sxc 			Sicanian 	Individual 	Ancient
sxe 			Sighu 	Individual 	Living
sxg 			Shixing, Shuhi 	Individual 	Living
sxk 			Southern Kalapuya 	Individual 	Extinct
sxl 			Selian 	Individual 	Extinct
sxm 			Samre 	Individual 	Living
sxn 			Sangir 	Individual 	Living
sxo 			Sorothaptic 	Individual 	Ancient
sxr 			Saaroa 	Individual 	Living
sxs 			Sasaru 	Individual 	Living
sxu 			Upper Saxon 	Individual 	Living
sxw 			Saxwe Gbe 	Individual 	Living
sya 			Siang 	Individual 	Living
syb 			Central Subanen 	Individual 	Living
syc 	syc 		Classical Syriac 	Individual 	Historical
	syd 		Samoyedic languages 	Collective 	Genetic
syi 			Seki 	Individual 	Living
syk 			Sukur 	Individual 	Living
syl 			Sylheti 	Individual 	Living
sym 			Maya Samo 	Individual 	Living
syn 			Senaya 	Individual 	Living
syo 			Suoy 	Individual 	Living
syr 	syr 		Syriac 	Macrolanguage 	Living
sys 			Sinyar 	Individual 	Living
syw 			Kagate 	Individual 	Living
syx 			Samay 	Individual 	Living
syy 			Al-Sayyid Bedouin Sign Language 	Individual 	Living
sza 			Semelai 	Individual 	Living
szb 			Ngalum 	Individual 	Living
szc 			Semaq Beri 	Individual 	Living
szd 			Seru 	Individual 	Extinct
sze 			Seze 	Individual 	Living
szg 			Sengele 	Individual 	Living
szl 			Silesian 	Individual 	Living
szn 			Sula 	Individual 	Living
szp 			Suabo 	Individual 	Living
szs 			Solomon Islands Sign Language 	Individual 	Living
szv 			Isu (Fako Division) 	Individual 	Living
szw 			Sawai 	Individual 	Living
szy 			Sakizaya 	Individual 	Living 
taa 			Lower Tanana 	Individual 	Living
tab 			Tabassaran 	Individual 	Living
tac 			Lowland Tarahumara 	Individual 	Living
tad 			Tause 	Individual 	Living
tae 			Tariana 	Individual 	Living
taf 			Tapirapé 	Individual 	Living
tag 			Tagoi 	Individual 	Living
tah 	tah 	ty 	Tahitian 	Individual 	Living
	tai 		Tai languages 	Collective 	Genetic
taj 			Eastern Tamang 	Individual 	Living
tak 			Tala 	Individual 	Living
tal 			Tal 	Individual 	Living
tam 	tam 	ta 	Tamil 	Individual 	Living
tan 			Tangale 	Individual 	Living
tao 			Yami 	Individual 	Living
tap 			Taabwa 	Individual 	Living
taq 			Tamasheq 	Individual 	Living
tar 			Central Tarahumara 	Individual 	Living
tas 			Tay Boi 	Individual 	Extinct
tat 	tat 	tt 	Tatar 	Individual 	Living
tau 			Upper Tanana 	Individual 	Living
tav 			Tatuyo 	Individual 	Living
taw 			Tai 	Individual 	Living
tax 			Tamki 	Individual 	Living
tay 			Atayal 	Individual 	Living
taz 			Tocho 	Individual 	Living
tba 			Aikanã 	Individual 	Living
tbc 			Takia 	Individual 	Living
tbd 			Kaki Ae 	Individual 	Living
tbe 			Tanimbili 	Individual 	Living
tbf 			Mandara 	Individual 	Living
tbg 			North Tairora 	Individual 	Living
tbh 			Dharawal, Thurawal 	Individual 	Extinct
tbi 			Gaam 	Individual 	Living
tbj 			Tiang 	Individual 	Living
tbk 			Calamian Tagbanwa 	Individual 	Living
tbl 			Tboli 	Individual 	Living
tbm 			Tagbu 	Individual 	Living
tbn 			Barro Negro Tunebo 	Individual 	Living
tbo 			Tawala 	Individual 	Living
tbp 			Diebroud, Taworta 	Individual 	Living
	tbq 		Tibeto-Burman languages 	Collective 	Genetic
tbr 			Tumtum 	Individual 	Living
tbs 			Tanguat 	Individual 	Living
tbt 			Tembo (Kitembo) 	Individual 	Living
tbu 			Tubar 	Individual 	Extinct
tbv 			Tobo 	Individual 	Living
tbw 			Tagbanwa 	Individual 	Living
tbx 			Kapin 	Individual 	Living
tby 			Tabaru 	Individual 	Living
tbz 			Ditammari 	Individual 	Living
tca 			Ticuna 	Individual 	Living
tcb 			Tanacross 	Individual 	Living
tcc 			Datooga 	Individual 	Living
tcd 			Tafi 	Individual 	Living
tce 			Southern Tutchone 	Individual 	Living
tcf 			Malinaltepec Me'phaa, Malinaltepec Tlapanec 	Individual 	Living
tcg 			Tamagario 	Individual 	Living
tch 			Turks And Caicos Creole English 	Individual 	Living
tci 			Wára 	Individual 	Living
tck 			Tchitchege 	Individual 	Living
tcl 			Taman (Myanmar) 	Individual 	Extinct
tcm 			Tanahmerah 	Individual 	Living
tcn 			Tichurong 	Individual 	Living
tco 			Taungyo 	Individual 	Living
tcp 			Tawr Chin 	Individual 	Living
tcq 			Kaiy 	Individual 	Living
tcs 			Torres Strait Creole, Yumplatok 	Individual 	Living
tct 			T'en 	Individual 	Living
tcu 			Southeastern Tarahumara 	Individual 	Living
tcw 			Tecpatlán Totonac 	Individual 	Living
tcx 			Toda 	Individual 	Living
tcy 			Tulu 	Individual 	Living
tcz 			Thado Chin 	Individual 	Living
tda 			Tagdal 	Individual 	Living
tdb 			Panchpargania 	Individual 	Living
tdc 			Emberá-Tadó 	Individual 	Living
tdd 			Tai Nüa 	Individual 	Living
tde 			Tiranige Diga Dogon 	Individual 	Living
tdf 			Talieng 	Individual 	Living
tdg 			Western Tamang 	Individual 	Living
tdh 			Thulung 	Individual 	Living
tdi 			Tomadino 	Individual 	Living
tdj 			Tajio 	Individual 	Living
tdk 			Tambas 	Individual 	Living
tdl 			Sur 	Individual 	Living
tdm 			Taruma 	Individual 	Living
tdn 			Tondano 	Individual 	Living
tdo 			Teme 	Individual 	Living
tdq 			Tita 	Individual 	Living
tdr 			Todrah 	Individual 	Living
tds 			Doutai 	Individual 	Living
tdt 			Tetun Dili 	Individual 	Living
tdv 			Toro 	Individual 	Living
tdx 			Tandroy-Mahafaly Malagasy 	Individual 	Living
tdy 			Tadyawan 	Individual 	Living
tea 			Temiar 	Individual 	Living
teb 			Tetete 	Individual 	Extinct
tec 			Terik 	Individual 	Living
ted 			Tepo Krumen 	Individual 	Living
tee 			Huehuetla Tepehua 	Individual 	Living
tef 			Teressa 	Individual 	Living
teg 			Teke-Tege 	Individual 	Living
teh 			Tehuelche 	Individual 	Living
tei 			Torricelli 	Individual 	Living
tek 			Ibali Teke 	Individual 	Living
tel 	tel 	te 	Telugu 	Individual 	Living
tem 	tem 		Timne 	Individual 	Living
ten 			Tama (Colombia) 	Individual 	Extinct
teo 			Teso 	Individual 	Living
tep 			Tepecano 	Individual 	Extinct
teq 			Temein 	Individual 	Living
ter 	ter 		Tereno 	Individual 	Living
tes 			Tengger 	Individual 	Living
tet 	tet 		Tetum 	Individual 	Living
teu 			Soo 	Individual 	Living
tev 			Teor 	Individual 	Living
tew 			Tewa (USA) 	Individual 	Living
tex 			Tennet 	Individual 	Living
tey 			Tulishi 	Individual 	Living
tez 			Tetserret 	Individual 	Living
tfi 			Tofin Gbe 	Individual 	Living
tfn 			Tanaina 	Individual 	Living
tfo 			Tefaro 	Individual 	Living
tfr 			Teribe 	Individual 	Living
tft 			Ternate 	Individual 	Living
tga 			Sagalla 	Individual 	Living
tgb 			Tobilung 	Individual 	Living
tgc 			Tigak 	Individual 	Living
tgd 			Ciwogai 	Individual 	Living
tge 			Eastern Gorkha Tamang 	Individual 	Living
tgf 			Chalikha 	Individual 	Living
tgh 			Tobagonian Creole English 	Individual 	Living
tgi 			Lawunuia 	Individual 	Living
tgj 			Tagin 	Individual 	Living
tgk 	tgk 	tg 	Tajik 	Individual 	Living
tgl 	tgl 	tl 	Tagalog 	Individual 	Living
tgn 			Tandaganon 	Individual 	Living
tgo 			Sudest 	Individual 	Living
tgp 			Tangoa 	Individual 	Living
tgq 			Tring 	Individual 	Living
tgr 			Tareng 	Individual 	Living
tgs 			Nume 	Individual 	Living
tgt 			Central Tagbanwa 	Individual 	Living
tgu 			Tanggu 	Individual 	Living
tgv 			Tingui-Boto 	Individual 	Extinct
tgw 			Tagwana Senoufo 	Individual 	Living
tgx 			Tagish 	Individual 	Living
tgy 			Togoyo 	Individual 	Extinct
tgz 			Tagalaka 	Individual 	Extinct
tha 	tha 	th 	Thai 	Individual 	Living
thd 			Kuuk Thaayorre, Thayore 	Individual 	Living
thf 			Thangmi 	Individual 	Living
thh 			Northern Tarahumara 	Individual 	Living
thi 			Tai Long 	Individual 	Living
thk 			Kitharaka, Tharaka 	Individual 	Living
